21 18 ar -33242 0 1267.208 1517.542 2092.749 2342.2 2358.285 2433.48 2481.49 2503.419 2523.74 3.5 1.5 1.5 2.5 2.5 0.5 1.5 3.5 1.5 2.5 0 0 1 0 0 1 0 0 1 0
22 18 ar -35039.9 0 1460.849 2120.91 2524.09 2892.65 3207.93 3464.56 3511.54 3515 3680.6 0 2 0 2 4 2 6 2 4 3 1 1 1 1 1 1 1 1 1 0
20 19 k -33807 0 2522.5 2814.3 3019.2 3597.5 3883.1 3938.8 3944.3 4082.3 4095.3 1.5 0.5 3.5 1.5 4.5 2.5 1.5 5.5 1.5 0.5 1 1 0 0 0 0 1 0 0 1
21 19 k -33535.2 0 29.8299 800.1431 891.394 1643.638 1959.071 2047.338 2069.802 2103.68 2260.48 4 3 2 5 0 2 2 3 1 3 0 0 0 0 1 1 0 0 0 1
20 20 ca -34846.3 0 3352.62 3736.69 3904.38 4491.43 5211.56 5248.79 5278.8 5613.52 5629.41 0 0 3 2 5 0 2 4 4 2 1 1 0 1 0 1 1 1 0 1
22 19 k -35559.1 0 980.476 1293.609 1559.903 1582.001 1593.107 1677.235 1698.005 2143.82 2166.7 1.5 0.5 3.5 1.5 1.5 0.5 3.5 2.5 2.5 1.5 1 1 0 1 0 1 1 1 1 0
21 20 ca -35137.8 0 1942.88 2009.73 2462.38 2576 2605.5 2670.24 2884.5 2959.3 3049.86 3.5 1.5 1.5 1.5 2.5 2.5 0.5 3.5 3.5 1.5 0 0 1 0 0 1 1 1 0 1
22 20 ca -38547.1 0 1524.71 1837.31 2424.15 2752.4 3189.26 3253.89 3300 3392.01 3446.94 0 2 0 2 4 6 4 0 2 3 1 1 1 1 1 1 1 1 1 0
24 19 k -36593.2 0 561.2 738.3 975.32 1109.93 1206.91 1509.99 1549.96 1815 1849.57 1.5 0.5 3.5 1.5 1.5 2.5 3.5 1.5 2.5 5.5 1 1 0 0 1 1 1 1 1 0
23 20 ca -38408.6 0 372.762 593.394 990.257 1394.473 1677.84 1901.99 1931.53 1957.4 2046.21 3.5 2.5 1.5 1.5 2.5 5.5 3.5 2.5 0.5 1.5 0 0 0 1 1 0 1 0 1 0
24 20 ca -41468.5 0 1157.019 1883.514 2283.114 2656.506 3044.27 3284.97 3301.35 3307.865 3357.28 0 2 0 4 2 4 6 2 3 2 1 1 1 1 1 1 1 1 0 1
22 21 sc -36187.9 0 151.79 472.6 845.18 855.65 880.64 1158.76 1178.98 1337.53 1408.09 3.5 1.5 1.5 2.5 0.5 2.5 1.5 1.5 3.5 3.5 0 1 0 0 1 1 1 0 1 0
24 21 sc -41067.8 0 12.4 376.5 543.06 720.12 939.24 974.38 1067.6 1236.7 1303.18 3.5 1.5 1.5 2.5 2.5 0.5 3.5 1.5 5.5 1.5 0 1 0 1 0 1 1 0 0 1
25 21 sc -41757.1 0 52.011 142.528 227.767 280.701 289.539 444.137 584.782 627.429 774.021 4 6 1 3 5 2 2 3 4 5 1 1 0 1 1 0 1 0 0 1
23 22 ti -39005.7 0 36.53 39.39 329.3 743.88 1226.5 1353.49 1468.24 1521.7 1565.4 3.5 1.5 2.5 1.5 2.5 3.5 4.5 5.5 1.5 0.5 0 0 0 1 1 1 0 0 0 1
24 23 v -42002.1 0 87.525 145.821 259.486 660.358 1138.55 1271.8 1294.96 1660.62 1746.96 1.5 2.5 3.5 1.5 2.5 3.5 4.5 5.5 0.5 4.5 0 0 0 1 1 1 0 0 1 1
27 23 v -49221.6 0 226.25 320.2 355.5 388.5 836.2 910 910.2 1301.5 1331.6 6 5 4 3 2 5 5 4 2 1 1 1 1 1 1 1 1 1 1 1
26 24 cr -50259.5 0 783.32 1881.31 2924.25 3161.2 3163.72 3324.57 3594.57 3611.4 3629.6 0 2 4 2 2 6 4 2 4 1 1 1 1 1 1 1 1 1 1 1
30 22 ti -49464.8 0 1050.06 2264.49 2318.19 2432.29 3029.09 3143.02 3350.6 3453.52 3589.3 0 2 2 4 2 6 4 4 3 2 1 1 1 1 1 1 1 1 0 1
27 24 cr -51448.8 0 749.1 776.95 1164.59 1352.65 1480.07 1557.26 1899.2 2001.91 2255.5 3.5 1.5 0.5 4.5 2.5 5.5 3.5 1.5 2.5 7.5 0 0 0 0 0 0 0 0 0 0
28 24 cr -55416.9 0 1434.091 2369.63 2646.9 2767.767 2964.786 3113.858 3161.74 3415.32 3472.25 0 2 4 0 4 2 6 2 4 3 1 1 1 1 1 1 1 1 1 1
26 26 fe -48331.6 0 849.45 2384.55 2758.8 3585 4145.6 4325.5 4396.3 4456 4850.6 0 2 4 2 4 0 6 3 2 5 1 1 1 1 1 1 1 0 1 0
30 23 v -51848.8 0 127.6 228.41 1091.24 1266 1549.6 1653 1852 1904.01 1957.6 3.5 2.5 1.5 5.5 3.5 1.5 4.5 0 2.5 0.5 0 0 0 0 0 0 0 0 0 0
29 24 cr -55284.7 0 564.03 1006.27 1289.52 1536.62 1973.66 2172.33 2233.16 2320.71 2453.1 1.5 0.5 2.5 3.5 3.5 2.5 5.5 4.5 1.5 3.5 0 0 0 0 0 0 0 0 0 0
30 24 cr -56932.5 0 834.855 1823.93 2619.68 2829.62 3074.07 3159.57 3222.45 3393.41 3436.88 0 2 4 2 0 2 4 6 1 2 1 1 1 1 1 1 1 1 0 1
29 25 mn -55555.4 0 54.88 156.29 368.22 407.55 839.1 1009.7 1073.11 1136.99 1375 3 2 4 5 3 4 3 6 6 2 1 1 1 1 1 1 1 1 1 1
28 26 fe -56252.5 0 1408.19 2538.1 2561.3 2900 2949.2 2959 3166 3294.8 3344.8 0 2 4 0 2 6 2 2 4 3 1 1 1 1 1 1 1 1 1 1
31 25 mn -56909.7 0 26.6045 110.5041 212.026 215.1282 335.529 340.989 454.337 486.31 541 3 2 1 4 1 5 3 3 3 2 1 1 1 1 1 1 1 1 1 0
29 26 fe -57479.4 0 411.42 931.29 1316.54 1408.45 1918.3 2015 2051.7 2144 2211.87 1.5 0.5 2.5 3.5 3.5 0.5 0.5 1.5 2.5 4.5 0 0 0 0 0 0 0 0 0 0
32 25 mn -57486.8 0 83.19 850.07 1055.83 1072.9 1227.5 1375 1477 1492.67 1534.83 2.5 2.5 1.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 27 co -59344.2 0 1223.98 1377.663 1504.826 1689.6 1757.606 1897.4 1919.5 2133 2133.06 3.5 4.5 1.5 0.5 5.5 1.5 3.5 2.5 1.5 2.5 0 0 0 0 0 0 0 0 1 0
29 28 ni -56082 0 768.5 1112.6 2443.3 2577.4 3007.1 3009 3230.1 3311 3363.8 1.5 2.5 0.5 2.5 3.5 1.5 3.5 3.5 2.5 3.5 0 0 0 0 0 0 1 0 0 0
33 27 co -61649 0 58.59 277.2 288.4 435.71 506.2 542.82 614.55 738.8 785.71 5 2 4 3 5 3 2 3 1 4 1 1 1 1 1 1 1 1 1 1
33 28 ni -64220.9 0 67.418 282.956 656.019 908.613 917.5 1014.78 1099.624 1132.333 1185.243 1.5 2.5 0.5 0.5 2.5 3.5 3.5 1.5 2.5 1.5 0 0 0 0 0 0 0 0 0 0
34 28 ni -66746.1 0 1172.98 2048.68 2301.84 2336.52 2890.63 3058.76 3157.96 3176.7 3257.62 0 2 0 2 4 0 3 2 4 2 1 1 1 1 1 1 1 1 1 1
35 29 cu -65424.2 0 159.282 278.257 343.898 362.231 574.629 608.784 663 739.051 746.245 1 2 2 1 3 4 2 1 2 3 1 1 1 1 1 1 1 1 1 1
33 30 zn -62213 0 192.92 247.84 627.11 637.07 650.1 1023.22 1063.34 1065.28 1206.38 1.5 2.5 0.5 0.5 1.5 2.5 1.5 3.5 0.5 3.5 0 0 0 0 0 0 0 0 0 0
34 30 zn -66003.6 0 991.56 1799.36 1910.32 2306.75 2609.46 2736.53 2793.7 2979.8 2998.59 0 2 2 0 4 0 4 2 3 3 1 1 1 1 1 1 1 1 1 0
36 29 cu -67263.7 0 770.64 1115.556 1481.83 1623.43 1725 2094.34 2107.44 2212.84 2278.5 1.5 0.5 2.5 3.5 2.5 1.5 3.5 2.5 0.5 3.5 0 0 0 0 0 0 0 0 0 0
35 31 ga -63724.4 0 43.812 66.139 108.893 162.472 234.043 290.908 335.404 381.859 415.34 0 1 2 1 3 2 0 2 1 4 1 1 1 1 1 1 1 1 1 1
37 31 ga -67086.1 0 175.017 320.976 374.581 375.581 496.092 514.301 555.471 564.515 583.788 1 2 1 2 3 4 1 0 2 2 1 1 1 1 1 1 1 1 1 0
36 32 ge -66979.8 0 1015.81 1754.5 1777.42 2267.83 2428.59 2457.15 2617 2648.67 2831.86 0 2 0 2 4 3 2 0 3 4 1 1 1 1 1 1 1 1 0 1
37 32 ge -67100.6 0 86.76 232.7 373.95 397.94 812.18 862.02 933.142 994.92 1159.9 2.5 0.5 1.5 1.5 4.5 2.5 3.5 2.5 0.5 1.5 0 0 0 0 1 1 0 0 0 0
37 33 as -64343.1 0 32.046 81.54 166.734 167.74 234.74 325.66 328.65 344.65 383.33 4 2 1 3 2 1 2 1 0 2 1 1 1 1 1 1 1 1 1 0
35 34 se -56301.5 0 38.85 129.12 289.91 574 712.58 915 1100.7 1122.94 1134.13 0.5 2.5 1.5 1.5 4.5 2.5 3.5 4.5 3.5 2.5 0 0 0 0 1 0 0 0 0 0
39 33 as -68229.8 0 46.025 213.563 288.473 309.741 318.19 362.82 380.13 390.14 414.4 2 1 3 2 4 4 5 0 1 3 0 1 1 1 0 1 0 1 1 0
41 32 ge -71297.5 0 13.2845 66.726 68.752 353.68 364.05 392.46 499.09 501.37 551 4.5 2.5 0.5 3.5 2.5 1.5 1.5 3.5 2.5 2.5 1 1 0 1 0 0 0 1 1 1
42 33 as -73032.4 0 198.6063 264.6581 279.5428 303.9243 400.6583 468.74 572.41 585 617.68 1.5 0.5 1.5 2.5 4.5 2.5 0.5 2.5 0.5 0.5 0 0 0 0 1 1 0 0 0 0
43 33 as -72289.5 0 44.425 86.787 120.258 122.248 165.048 203.542 211.146 264.807 280.302 2 1 1 1 1 3 0 4 1 1 0 1 1 1 0 0 1 0 1 1
41 34 se -72169 0 112.3876 133.04 286.5714 293.106 427.8853 585.951 610.716 628.431 663.9569 2.5 3.5 4.5 1.5 0.5 2.5 1.5 0.5 2.5 2.5 1 1 1 0 0 0 0 1 1 0
44 33 as -73916.6 0 194.71 215.54 264.426 475.48 503.88 614.48 631.88 634.47 784.7 1.5 1.5 1.5 2.5 4.5 0.5 1.5 2.5 2.5 3.5 0 0 0 0 1 0 0 1 1 0
43 34 se -74599.6 0 161.9223 175.3059 238.9988 249.7885 301.1496 439.4517 520.6388 581.0106 680.1035 0.5 3.5 4.5 1.5 2.5 2.5 2.5 1.5 3.5 2.5 0 1 1 0 0 1 0 0 0 1
41 36 kr -70169.4 0 66.5 149.93 245.32 278.83 459.88 499.5 577.2 674.98 714.36 2.5 1.5 3.5 2.5 4.5 0.5 3.5 1.5 1.5 0.5 1 0 1 0 1 0 0 0 1 0
44 35 br -76068.5 0 207.61 217.1 261.33 306.51 381.5 397.48 523.11 606.03 761.31 1.5 4.5 2.5 1.5 0.5 2.5 0.5 2.5 1.5 3.5 0 1 0 0 0 1 0 0 0 0
45 35 br -75889.5 0 37.0526 85.843 256.431 271.3745 281.292 299.891 309.471 314.982 331.048 1 2 5 2 2 3 0 4 1 5 1 0 0 0 1 0 1 0 1 1
43 36 kr -74442.7 0 129.77 147.06 148.88 182.78 290.52 384.11 401.92 449.95 533.41 0.5 3.5 2.5 4.5 1.5 2.5 1.5 2.5 3.5 0.5 0 1 0 1 0 1 0 0 0 1
44 36 kr -77892.5 0 616.6 1256.24 1320.51 1436.09 1787.99 2145.88 2392.06 2439.21 2659.74 0 2 2 0 4 3 4 6 3 5 1 1 1 1 1 1 1 1 0 1
46 35 br -77974.8 0 275.985 536.2 538.2 566.04 649.9 767.04 789.4 828.29 836.78 1.5 2.5 4.5 0.5 1.5 1.5 2.5 2.5 1.5 3.5 0 0 1 0 0 0 0 1 0 0
45 36 kr -77694 0 49.57 190.64 456.74 548.98 608.51 636.77 700.8 732.02 873.68 3.5 4.5 0.5 2.5 2.5 1.5 1.5 2.5 2.5 5.5 1 1 0 0 1 1 0 0 1 1
44 38 sr -76008.4 0 573.54 1175.71 1310.89 1328.54 1688.96 1865 1996.02 2195 2229.47 0 2 2 0 4 3 2 4 2 6 1 1 1 1 1 1 1 1 1 1
48 36 kr -82431 0 881.615 1837.3 1897.783 2095 2345.46 2489.2 2622.98 2700.28 2759.28 0 2 0 2 4 4 2 2 3 2 1 1 1 1 1 1 1 1 0 1
49 37 rb -82747 0 488.2 556.05 557 780.3 873.2 978.7 1027.2 1032.7 1092.8 2 1 6 3 7 3 3 1 3 5 0 1 0 0 0 0 0 1 0 0
49 38 sr -84880.4 0 388.5287 873.339 1228.427 1253.941 1740 1742 1770.48 1920.49 2110.07 4.5 0.5 1.5 2.5 2.5 6.5 2.5 2.5 3.5 1.5 1 0 0 1 0 1 1 1 1 0
49 39 y -84299.1 0 231.927 392.86 674.55 703.83 706.79 707.4 715.12 766.22 843.04 4 5 1 8 7 2 1 6 0 5 0 0 1 1 1 0 1 1 1 1
48 40 zr -83623.1 0 1057.03 1521.4 1817.86 2139.59 2231 2455.88 2539 2568.3 2605.2 0 2 0 2 4 0 3 5 2 4 1 1 1 1 1 1 0 0 1 1
49 40 zr -84868.9 0 587.82 1094.91 1451.23 1511.79 1627.26 1742.6 1833.71 1864.6 1943.72 4.5 0.5 1.5 2.5 4.5 2.5 0.5 2.5 1.5 6.5 1 0 0 0 1 1 0 1 0 1
51 40 zr -87890.4 0 1204.81 1466.4 1882.2 2042.35 2131.49 2170.15 2189.5 2200.5 2259.92 2.5 0.5 2.5 3.5 1.5 4.5 5.5 2.5 3.5 6.5 1 1 1 1 1 1 0 0 1 0
51 41 nb -86448.3 0 135.5 225.8 285.7 357.44 389.8 480.28 501.26 975 1089.4 7 2 2 3 5 3 4 6 1 1 1 1 0 1 1 0 1 1 1 1
52 41 nb -87208.3 0 30.77 686.79 743.95 808.82 810.32 949.8 970 978.91 1082.68 4.5 0.5 1.5 3.5 2.5 2.5 6.5 0.5 5.5 4.5 1 0 0 1 1 0 1 0 1 1
53 41 nb -86364.5 0 40.892 58.708 78.6683 113.4009 140.298 301.558 311.821 334.102 396.227 6 3 4 7 5 2 2 4 3 3 1 1 1 1 1 0 0 1 1 0
51 42 mo -86803.5 0 943.28 1363.048 1477.2 1492.48 1520.36 1695.03 2141.98 2145.4 2161.9 2.5 0.5 3.5 4.5 1.5 3.5 2.5 2.5 1.5 6.5 1 1 1 1 1 1 1 1 1 1
54 42 mo -88790.5 0 778.237 1148.13 1330 1497.787 1625.905 1628.188 1869.576 1978.45 2095.77 0 2 0 0 2 2 4 4 3 2 1 1 1 1 1 1 1 1 1 1
52 43 tc -86016.9 0 38.91 336.413 626.86 646.55 667.82 882.23 927.81 956.99 980 4.5 0.5 3.5 2.5 1.5 2.5 6.5 1.5 5.5 1.5 1 0 1 1 0 0 1 1 1 1
53 43 tc -85817.3 0 34.23 35.38 36.22 45.28 49.19 121.24 176.99 227.12 228.76 7 4 2 3 5 6 2 5 3 4 1 1 1 1 1 1 0 1 0 1
55 43 tc -86427.8 0 21.8 65.43 73.28 81.68 90.76 106.43 138.55 142 152.09 6 5 4 0 0 2 7 2 2 3 1 1 1 0 1 0 1 0 1 1
53 44 ru -86112.2 0 189.22 421.54 527.84 610.79 771.38 840.19 878.76 908.29 1184.54 2.5 1.5 3.5 1.5 0.5 1.5 3.5 4.5 0.5 1.5 1 1 1 1 1 1 1 1 1 1
57 43 tc -86016.2 0 172.15 200.67 223.47 243.95 263.56 287.52 294.92 299.66 319.49 1 2 4 0 6 3 5 4 2 5 1 1 1 0 1 1 1 1 1 1
55 44 ru -87617 0 89.57 321.99 340.9 442.59 575.83 617.89 618.13 719.87 734.09 2.5 1.5 1.5 3.5 1.5 2.5 3.5 0.5 4.5 2.5 1 1 1 1 1 1 1 1 1 1
56 44 ru -89219 0 539.51 1130.317 1226.465 1362.166 1741.013 1865.116 1881.044 2051.66 2062.649 0 2 0 4 2 0 2 3 0 4 1 1 1 1 1 1 1 1 1 1
59 42 mo -83511.2 0 13.497 57.015 170.958 237.732 240.5 273 289.531 293.79 294.586 0.5 1.5 2.5 2.5 1.5 3.5 5.5 1.5 0.5 0.5 1 1 1 1 1 1 0 1 1 1
54 47 ag -81224.2 0 98 274.1 687.01 750.2 797.3 861.4 960.9 1022.74 1195.9 4.5 3.5 0.5 5.5 1.5 2.5 6.5 1.5 2.5 2.5 1 1 0 1 0 0 1 0 1 1
59 44 ru -87258.8 0 2.81 136.079 174.26 213.56 238.2 297.48 346.38 404.15 406.08 1.5 2.5 2.5 0.5 3.5 5.5 3.5 1.5 3.5 1.5 1 1 1 1 1 0 0 1 1 1
60 44 ru -88088.9 0 358.02 888.48 893.1 988.27 1242.36 1335 1502.6 1515.44 1556.4 0 2 4 2 0 3 0 4 2 6 1 1 1 1 1 1 1 1 1 1
58 45 rh -88022.2 0 39.753 93.036 294.965 357.396 536.84 607.409 650.064 651.716 657.76 0.5 3.5 4.5 1.5 2.5 2.5 2.5 2.5 1.5 5.5 0 1 1 0 0 1 1 1 1 1
59 45 rh -86949.8 0 51.42324 97.0997 128.9679 175.2378 180.8401 186.0407 197.8941 213.0607 224.4194 1 2 2 5 6 1 1 2 1 1 1 0 1 1 1 1 0 1 1 1
56 47 ag -84791.4 0 27.54 134.45 521.41 590.58 590.79 851 1079.91 1083.53 1099.28 3.5 4.5 0.5 1.5 5.5 2.5 6.5 2.5 0.5 2.5 1 1 0 0 1 0 1 1 0 1
60 47 ag -88401.7 0 93.125 125.59 324.81 423.15 773.31 786.59 922.06 949.7 973.3 0.5 3.5 4.5 1.5 2.5 5.5 1.5 2.5 2.5 3.5 0 1 1 0 0 1 0 1 0 0
